label,text
P,The Road to the BatavierenRace: http://t.co/ZgLXFUC4qR via @youtube
A,RT @the25Gangsters: Wij zoeken nog een loper voor in de middagploeg bij de #batavierenrace Wie komt ons versterken? #bata2013  @batavier ...
P,Check this out we got 100 views in a few hours :)))))) The Road to the BatavierenRace: http://t.co/ZgLXFUC4qR via @youtube
A,@Sjefke_ wanneer is dat? Ik ga naar de batavierenrace en wilde eigenlijk ook wel naar de lustrum driedaagse
A,"@Sjefke_ joh, lachen man! die batavierenrace wordt echt een gaaf feestje"
C,Sponsor Roelyn van der Hoek! Zij loopt de Batavierenrace en steunt Bata4life en dus kankeronderzoek aan de UT! #KWF http://t.co/hKPBVDTZ0c
A,"weersverwachting Batavierenrace: 1e update nachtploeg 6 graden, ochtend 10 en middag 14 graden, droog en zwakke zw wind."
R,At the Batavierenrace I'll run 7.1 km to raise money for KWF Kankerbestrijding (cancer research). Support me via http://t.co/okxAFoTPVp TY!
C,RT @AnniqueTweets: At the Batavierenrace I'll run 7.1 km to raise money for KWF Kankerbestrijding (cancer research). Support me via http ...
A,"He bah, na 2 hele leuke edities dit jaar definitief geen @Batavierenrace voor mij :'("
A,Deelnemers gezocht voor de Batavierenrace!\nBen jij een sportief type en/of vind je het gezellig om met een leuke... http://t.co/jr3SOA52CP
P,"Niet verkeerd, hardlopen op koninklijke gronden! Trainen voor de #batavierenrace http://t.co/RGNef9nmoq"
R,"Getting pumped and more pumped each time I go running, #batavierenrace #goal : 7,8 km in 35-39 mins"
A,Opwarmen voor de Batavierenrace:                     36 studenten en medewerkers deden maandag mee aan de Aclo... http://t.co/gRe1KrEskc
A,25 UvT'ers naar Batavierenrace http://t.co/JJidXvfCST #uvt #univers
A,RT @universtweet: 25 UvT'ers naar Batavierenrace http://t.co/JJidXvfCST #uvt #univers
A,Volgende week 41-ste Batavierenrace http://t.co/836pIeciYz
A,25 UvTers naar Batavierenrace: Ook dit jaar vaardigt de UvT weer een team af voor deelname aan de ... http://t.co/4TGCsNNc5d #onderwijs
C,RT @AnniqueTweets: At the Batavierenrace I'll run 7.1 km to raise money for KWF Kankerbestrijding (cancer research). Support me via http ...
C,@laurensvk leuk stukje! ik denk dat ik maar niet probeer je bij te houden bij de #Batavierenrace  )
T,Dreigende extra wedstrijd voor H1 op 27 april zet Josje voor mogelijke bezettingsproblemen bij de Batavierenrace. Lopers gezocht! wie o wie?
D,Wij sponsoren #batavierenrace #asvgay. Als je zo wordt bedankt is dat klasse.\n---\nVerzonden via WhatsApp http://t.co/B80jQmMolf
A,Bata overnames trainen! #batavierenrace #universiteitsteamamsterdam http://t.co/ae6zT5SxW5
A,Oefenen van de wissels voor de #Batavierenrace @UniTeamAdam http://t.co/ZdL5ETqw8q
A,"Dus op de planning: cascaderun, batavierenrace, color run &amp  ladiesrun. Lekker lopen _"
A,"Ik ga spierpijn krijgen van het hardlopen, maar zonder trainen ga ik die batavierenrace nooit halen"
P,De @batavierenrace komt er weer an. En dus met mijn mobieltje een filmpje van 1 vd Sloveense deelnemers gemaakt http://t.co/oLOlrJEEHx
P,Today our new banners arrived! Looking forward to see them at the Start and Finish of the 41st @Batavierenrace next weekend.
A,Over 10 dagen start de 41ste editie van de @batavierenrace! Welke studentenstad gaat winnen?! Stem op http://t.co/KZMaP6e0qZ #studentensport
R,Generale repetitie vanavond voor de batavierenrace :) 9.5 km te lopen
A,RT @studentsportNL: Over 10 dagen start de 41ste editie van de @batavierenrace! Welke studentenstad gaat winnen?! Stem op http://t.co/KZ ...
P,Wie o wie heeft er een tent (of meerdere tentjes) te leen voor de Batavierenrace??? We komen heel erg te kort!!... http://t.co/FzKYg1OA4w
A,@Batavierenrace De kop is eraf! 3000 euro is binnen. Nu nog meer lopers aanmoedigen om zich in te schrijven http://t.co/RQmnTAfGhu! RT svp
A,RT @MauriceEssers: @Batavierenrace De kop is eraf! 3000 euro is binnen. Nu nog meer lopers aanmoedigen om zich in te schrijven http://t. ...
R,Het weer was er perfect voor vanavond ongeveer 12 km gelopen! Ging lekker laat de #batavierenrace maar komen!!!
P,I just joined the Batavierenrace on @runkeeper. Check it out! http://t.co/xXQNJAJy9d
A,Batavierenrace voorbereidingen treffen nu bij runnersworld Nijmegen
A,De GNSK-commissie is al vrijwilliger bij de 41e Batavierenrace! \n\nJij ook? http://t.co/PzFwWxYEkR
A,RT @GNSK2013: Ook de organisatie van #GNSK2013 steunt de 41e editie van de @Batavierenrace bij de grootste estafetteloop ter wereld http ...
A,De @Batavierenrace #stadvannu zamelt dit jaar geld in ten bate van KWF Kankerbestrijding. Sponsor ook! http://t.co/e02yxexHoh
A,Persbericht: BataRadio doet live verslag Batavierenrace http://t.co/R5R2KmUBLq #tvefm #enschede #batavierenrace @Batavierenrace #bata
A,RT @tvefm: Persbericht: BataRadio doet live verslag Batavierenrace http://t.co/R5R2KmUBLq #tvefm #enschede #batavierenrace @Batavierenra ...
A,BataRadio doet live verslag Batavierenrace - Nieuwsbank - Nieuwsbank (persbericht) (abonnement): BataRadio doet... http://t.co/ZCRioAlGox
A,Over precies 1 week.... BAM!!! @Batavierenrace met daarna het grootste studentenfeest van de Benelux #batavierenfeest http://t.co/GSLCD9lno0
A,Filmpje @skyflynl: Nog 1 week! @Batavierenrace met daarna het grootste studentenfeest v.d. Benelux #batavierenfeest http://t.co/T70I69iWCl
A,Over 7 dagen al @Batavierenrace! #timeflies
A,RT @skyflynl: Over precies 1 week.... BAM!!! @Batavierenrace met daarna het grootste studentenfeest van de Benelux #batavierenfeest http://
A,RT @Events_NL: Filmpje @skyflynl: Nog 1 week! @Batavierenrace met daarna het grootste studentenfeest v.d. Benelux #batavierenfeest http://t
A,6 days to go!! http://t.co/lupBPjBGmI
N,"update weerverwachting Batavierenrace. bewolkt met spatje regen, nacht 5, ochtend 10 en middag 15 graden."
R,"Mijn etappe voor de #batavierenrace volgende week: Etappe 2 (6,7 km), (stijgend en) sterk dalend. Top! :)"
A,Bekijk Batavierenrace op Google Play! https://t.co/CkPFmJdCYR
A,"Nog een paar dagen, dan is het zover: de 41e Batavierenrace. :D"
T,Aankomend weekend zal @UPNijmegen  met een team de @Batavierenrace lopen. Training is nu echt van start!
P,200m intervaltraining met Ralph als voorbereiding voor de batavierenrace. Ging goed! http://t.co/KiAGdsYHxR
R,Vanmiddag 15k gerend http://t.co/ciu0DNpWMy . Laat die #batavierenrace maar komen! #zinin
A,Volgende week gaan 25 #Arnhemse studenten 170 km rennen namens de @VSArnhem tijdens de @Batavierenrace http://t.co/78yCkdQjJX
A,Volgende week gaan 25 #Arnhemse studenten 170 km rennen namens de @VSArnhem tijdens de @Batavierenrace http://t.co/YdQx4Gj60M #trots
A,@vessie @Tapz @Scarbir Ik ben in Enschede zaterdag! Batavierenrace. Veel plezier!
A,"Ik heb dit weekend bijna 10km hardgelopen, dus vind eigenlijk wel dat ik volgend weekend naar het feestje vd #batavierenrace mag."
A,Bataradio doet live verslag Batavierenrace http://t.co/6FVfQENoC3
A,"""Begin van een 4 daagse werkweek, vrijdag vrij ivm verkeer regelen voor basisschool""De Achtsprong"" in Zupthen en de Batavierenrace"""
A,Huis aan huis: Batavierenrace live te volgen #enschede http://t.co/6eDWOhkPak
A,Batavierenrace live te volgen http://t.co/YBocwNKbvO
A,RT @EnschedeNL: Batavierenrace live te volgen http://t.co/YBocwNKbvO
A,RT @TC_HBG: #Enschede Batavierenrace live te volgen: ENSCHEDE-  De jaarlijkse Batavierenrace is ook dit... http://t.co/l7sWLsXbyf  de week
A,Komend weekend staat de Batavierenrace weer op het agenda. De medewerkersboekjes zijn al klaar.... Zaterdagnacht... http://t.co/DMVtyu6uH3
A,RT @EnschedeNL: Batavierenrace live te volgen http://t.co/YBocwNKbvO
A,Batavierenrace live te volgen: ENSCHEDE- De jaarlijkse Batavierenrace is ook dit jaar van begin tot ... http://t.co/M2e05qILTb #Enschede
A,Batavierenrace live te volgen | Huis aan Huis Enschede | d Weekkrant http://t.co/9AIX7aM2lp
A,Batavierenrace live te volgen http://t.co/q4WqBxkjPi
A,Overleg Batavierenrace #Bata#UT
A,We zijn eruit! Mooi schema om de @Batavierenrace te coveren met alle mensen van @UTNieuws.
T,Aanstaande zaterdag is de alweer 41e @Batavierenrace https://t.co/ChVLKfFfvE  Voor lopers die zoeken naar een team: https://t.co/Bsi2wRXess
A,We zijn nog op zoek naar lopers voor de Batavierenrace. Kom jij ons team versterken? Laat het ons weten! Meer info: http://t.co/UudewLs2vG
P,"Ongelofelijk,de #Batavierenrace is zaterdag pas, maar nu al kan ik aan niks anders denken :) En dat terwijl ik mijn scriptie moet schrijven!"
P,Aankomende zaterdag start de #Batavierenrace! #SSN kan niet wachten..! Waar kijk jij het meest naar uit?
A,"Oproep: Nog twee mensen gezocht voor de Batavierenrace!! Vriendjes, vriendinnetjes iedereen is welkom!! Dus weet... http://t.co/3GzYDFqHbS"
A,@studentsportNL de borrel met oud-bestuursgenoten uiteraard!  @batavierenrace
A,Wij zoeken nog steeds een loper voor in de middagploeg bij de #batavierenrace Wie komt ons versterken? #bata2013  @batavierenrace please RT!
A,RT @the25Gangsters: Wij zoeken nog steeds een loper voor in de middagploeg bij de #batavierenrace Wie komt ons versterken? #bata2013  @bata
A,RT @the25Gangsters: Wij zoeken nog steeds een loper voor in de middagploeg bij de #batavierenrace Wie komt ons versterken? #bata2013  @bata
A,RT @the25Gangsters: Wij zoeken nog steeds een loper voor in de middagploeg bij de #batavierenrace Wie komt ons versterken? #bata2013  @bata
A,Komend weekend zal de Batavierenrace plaatsvinden! Door uitval van 2 van onze lopers zijn wij nu opzoek naar 2... http://t.co/TPFiBvIz8C
R,"Just completed a 8.83 km run - I am so ready for saturday, @batavierenrace ! #yam http://t.co/4EPb7fNCGY #RunKeeper"
B,"Mn running coach Evy in mn oor 'En let wel, tis geen wedstrijd h'...... :-) dat is het dus wl! #batavierenrace #winningteam"
A,Ook batavierenrace dit jaar in punten geregeld @Batavierenrace @UTNieuws @Audentis laatste lootjes wegen het zwaarst https://t.co/8hHkvhzQKU
A,"Zaterdag is het er weer! Werelds grootste estafetteloop, de @Batavierenrace, gaat weer van start. Van Nijmegen naar Enschede in 25 etappes."
P,"Yesss trainen gaat goed, vrijdag richting Nijmegen #batavierenrace"
A,Batavierenrace live te volgen - d Weekkrant: Batavierenrace live te volgen d Weekkrant Ook hoofdsponsor SUSA... http://t.co/AWWrOAarwL
A,Het twitter-account van BataRadio wordt weer afgestoft! Vrijdag om 23:00 uur gaan we van start met ons live-verslag van de Batavierenrace!
A,RT @bataradio: Het twitter-account van BataRadio wordt weer afgestoft! Vrijdag om 23:00 uur gaan we van start met ons live-verslag van de B
A,BataRadio doet live verslag Batavierenrace http://t.co/smPDhPWUAL
A,"Gezocht: mensen die de batavierenrace willen mee rennen! 70eu incl inschrijfgeld, eten en drinken."
A,Wil je geen meter missen van de #Batavierenrace ? Luister dan zaterdag naar @BataRadio bij #Enschede FM! http://t.co/R5R2KmUBLq #tvefm #bata
A,@denniskrist 70 euro!!! Krijg je daar een luxe 5-gangen-diner bij #dtv #batavierenrace #ikloopgratismee
A,Maar mooi natuurlijk dat alle lopers van de @Batavierenrace kunnen douchen zonder de veteranenziekte op te lopen.
A,Sportcentrum op de campus weer vrij van legionella http://t.co/5QbFRbbX0P #tvefm #enschede #batavierenrace #legionella
A,@Batavierenrace heb zin in de bata ieder jaar een hoogte punt
A,RT @tvefm: Sportcentrum op de campus weer vrij van legionella http://t.co/5QbFRbbX0P #tvefm #enschede #batavierenrace #legionella
R,Just completed a 4.12 km run - Vrij gemakkelijk rondje voorbereiding! #Batavierenrace http://t.co/bpj8zj8O4D #RunKeeper
R,"Het laatste rondje lopen voor de 10,4 kilometer aanstaande zaterdag #Batavierenrace"
P,"Nou, eindelijk weer eens gesport. Nu hopen dat mijn been er niet afvalt met de Batavierenrace."
A,Over de Batavierenrace gesproken... Zijn er nog leuke hardlopers die mee willen doen? :')
A,"via wahtsapp de vraag, doe jij dit jaar nog mee #batavierenrace ik heb geantwoord op de campus wel #duidelijketaal"
P,"Eindelijk alles voor de #batavierenrace geregeld! Wat een werk. Komende vrijdag is het zo ver, enorm zin in!"
A,"Heb je nog geen team en wil je meerennen? Wij zoeken nog iemand voor op de 8,1 en de 3.6 in de nacht en de 2.9 in de ochtend #Batavierenrace"
A,"Wie o wie heeft er zin ons Batavierenrace-team 'Het Gele Gevaar' te versterken? We zoeken nog iemand voor de 8,1... http://t.co/tCXaENIGCo"
A,Luister allemaal naar #bataradio voor de laatste updates tijdens de batavierenrace #createtomorrow #schaamtelozezelfpromotie
A,Luister allemaal naar #bataradio voor de laatste updates tijdens de batavierenrace #create2013  #schaamtelozezelfpromotie
A,RT @112Twente: Bij Batavierenrace bij UT onder douche gestaan!? Bel je huisarts! Sportcentrum per direct gesloten vanwege legionellabesmett
P,"Daar gaan we weer! 27-4 @Batavierenrace, 29-4 #OpenErrup en 30-4 @oranjepark! #gaseropdakeraf"
A,Bata live te volgen op radio: De 41e editie van de Batavierenrace is dit jaar te volgen op BataRadio... http://t.co/TUwth4rgvy #Enschede
A,RT @bataradio Luister allemaal naar #bataradio voor de laatste updates tijdens de batavierenrace #create2013  #schaamtelozezelfpromotie
A,RT @bataradio: Luister allemaal naar #bataradio voor de laatste updates tijdens de batavierenrace #create2013  #schaamtelozezelfpromotie
A,RT @bataradio: Luister allemaal naar #bataradio voor de laatste updates tijdens de batavierenrace #create2013  #schaamtelozezelfpromotie
A,27 april zijn de Clean Teams er weer! @Batavierenrace #dtevenementen
A,De #Veluweloop: ook sportief en actief aanwezig bij de #batavierenrace op 27 april!\nmore... http://t.co/fo71A0d8Jh
A,Za 27 april a.s. zijn @biancaleusink en ik er niet met Wakker Worden Enschede #WWEFM op #TVEFM ivm Batavierenrace. 4 mei zijn we er weer....
A,Batavierenrace door Ulft :-D #zinin! RT @DRU_IP: Zaterdagochtend zijn ze er weer  heeeel erg vroeg... http://t.co/D1ujK2Nc5g
R,Laatste training voor de grootste (studenten)estafette van Europa! #batavierenrace
A,Za 27 april a.s. zijn @janbruins en ik er niet met Wakker Worden Enschede #WWEFM op #TVEFM ivm Batavierenrace. 4 mei zijn we er weer....
R,Een ontspannen duurloop van 11km (14kmh gem.) in de brandende zon. I'm ready! #batavierenrace #rughanze
A,"""Quote van voorbijganger:""JIj bent gezegend met een mooie hardlooppas, jongeman!"" #keeponrunning #batavierenrace"""
P,"Gister lekker geoefend voor de batavierenrace, het bier drinken zit wel goed!"
A,"@JelleWagenvoort Soms hebben ze de behoefte om een ommetje te maken inderdaad  ) We hebben zin in de #BBQ @Batavierenrace, tot dan!"
A,Wat een week! Vrijdagavond klanken we de @Batavierenrace in Nijmegen op. Zondag nemen we deel aan een afstudeerproject met echte opnames 1/2
C,"@ctsgalembic Luister  naar #bataradio voor de laatste updates tijdens de #batavierenrace , veel succes met lopen!"
C,"@Dimensie Luister  naar #bataradio voor de laatste updates tijdens de #batavierenrace , veel succes met lopen!"
C,"@svcommunique Luister  naar #bataradio voor de laatste updates tijdens de #batavierenrace , veel succes met lopen!"
C,"@SGDaedalus Luister  naar #bataradio voor de laatste updates tijdens de #batavierenrace , veel succes met lopen!"
C,"@ConcepTTwente Luister  naar #bataradio voor de laatste updates tijdens de #batavierenrace , veel succes met lopen!"
C,"@SiriusEnschede Luister  naar #bataradio voor de laatste updates tijdens de #batavierenrace , veel succes met lopen!"
C,"@AEGEEEnschede Luister  naar #bataradio voor de laatste updates tijdens de #batavierenrace , veel succes met lopen!"
C,"@csvAlpha Luister  naar #bataradio voor de laatste updates tijdens de #batavierenrace , veel succes met lopen!"
C,"@Audentis Luister  naar #bataradio voor de laatste updates tijdens de #batavierenrace , veel succes met lopen!"
C,"@interactief Luister  naar #bataradio voor de laatste updates tijdens de #batavierenrace , veel succes met lopen!"
C,"@svStress Luister  naar #bataradio voor de laatste updates tijdens de #batavierenrace , veel succes met lopen!"
C,"@etsvscintilla Luister  naar #bataradio voor de laatste updates tijdens de #batavierenrace , veel succes met lopen!"
C,"@svarago Luister  naar #bataradio voor de laatste updates tijdens de #batavierenrace , veel succes met lopen!"
C,"@SVATAstatine Luister  naar #bataradio voor de laatste updates tijdens de #batavierenrace , veel succes met lopen!"
C,"@EindhovenSAC Luister  naar #bataradio voor de laatste updates tijdens de #batavierenrace , veel succes met lopen!"
C,"@AcademischTweet Luister  naar #bataradio voor de laatste updates tijdens de #batavierenrace , veel succes met lopen!"
C,"@BestuurVvTP Luister  naar #bataradio voor de laatste updates tijdens de #batavierenrace , veel succes met lopen!"
C,"@svIDent Luister  naar #bataradio voor de laatste updates tijdens de #batavierenrace , veel succes met lopen!"
C,"@vgsn_tq Luister  naar #bataradio voor de laatste updates tijdens de #batavierenrace , veel succes met lopen!"
C,"@hardloopevents Luister  naar #bataradio voor de laatste updates tijdens de #batavierenrace , veel succes met lopen!"
C,"@SVTabulaRasa Luister  naar #bataradio voor de laatste updates tijdens de #batavierenrace , veel succes met lopen!"
C,"@WSGAbacus Luister  naar #bataradio voor de laatste updates tijdens de #batavierenrace , veel succes met lopen!"
C,"@SUSAstudenten Luister  naar #bataradio voor de laatste updates tijdens de #batavierenrace , veel succes met lopen!"
C,"@svindustria Luister  naar #bataradio voor de laatste updates tijdens de #batavierenrace , veel succes met lopen!"
C,"@ELSZWVAquamania Luister  naar #bataradio voor de laatste updates tijdens de #batavierenrace , veel succes met lopen!"
C,"@mszvtiburon Luister  naar #bataradio voor de laatste updates tijdens de #batavierenrace , veel succes met lopen!"
C,"@Tbuitink Luister  naar #bataradio voor de laatste updates tijdens de #batavierenrace , veel succes met lopen!"
C,"@UTwente Luister  naar #bataradio voor de laatste updates tijdens de #batavierenrace , veel succes met lopen!"
C,"@Aeolusrun Luister  naar #bataradio voor de laatste updates tijdens de #batavierenrace , veel succes met lopen!"
C,"@utsaxionteam Luister  naar #bataradio voor de laatste updates tijdens de #batavierenrace , veel succes met lopen!"
C,"@SUTwente Luister  naar #bataradio voor de laatste updates tijdens de #batavierenrace , veel succes met lopen!"
C,"@stemureka Luister  naar #bataradio voor de laatste updates tijdens de #batavierenrace , veel succes met lopen!"
C,"@vgst Luister  naar #bataradio voor de laatste updates tijdens de #batavierenrace , veel succes met lopen!"
C,"@batatv Luister  naar #bataradio voor de laatste updates tijdens de #batavierenrace , veel succes met lopen!"
C,"@drv_euros Luister  naar #bataradio voor de laatste updates tijdens de #batavierenrace , veel succes met lopen!"
C,"@Batavierenrace Luister  naar #bataradio voor de laatste updates tijdens de #batavierenrace , veel succes met lopen!"
C,"@thomasvanvliet Luister  naar #bataradio voor de laatste updates tijdens de #batavierenrace , veel succes met lopen!"
C,"@elger Luister  naar #bataradio voor de laatste updates tijdens de #batavierenrace , veel succes met lopen!"
A,Iedereen hard gewerkt bij #create2013. Dit weekend sportief relaxen tijdens #batavierenrace en #bataradio uit je speakers laten knallen.
P,"Verdorie, komend weekend al de Batavierenrace. Groot faalmomentje van mezelf, sta ik weer hamburgers te bakken.. Dom, dom, dom!"
T,"Nu: Info-avond @olymposutrecht voor de Utrechtse lopers vd 41e @Batavierenrace. Go Team Utrecht, vl succes en plezier komend weekend!"
A,Hopza in n week van een het grootste diepte punt naar een nieuw persoonlijk record met #hardlopen.. #batavierenrace here we come!!
N,Heerlijk calamiteitenschema van de Batavierenrace. Er wordt bij een levensbedreigend ongeval als 3e stap al (!) EHBO verlenen geadviseerd.
R,"Change of plans, toch een 7,4km met een dijk omhoog in plaats van een 6,7km heuvelafwaarts vrijdagnacht. Challenge accepted! #batavierenrace"
A,@sportinarnhem heeft de sporters van het jaar bekend gemaakt. Ik ga dit weekend de #Arnhemse studerende sporthelden aanmoedigen! #Bata13
A,RT @MVenhovens: @sportinarnhem heeft de sporters van het jaar bekend gemaakt. Ik ga dit weekend de #Arnhemse studerende sporthelden aanmoed
A,RT @the25Gangsters: Wij zoeken nog steeds een loper voor in de middagploeg bij de #batavierenrace Wie komt ons versterken? #bata2013  @bata
A,"@_xRobin as vrijdag zijn we van 18.00 tot 01.00 te vinden in Nijmegen, rond om de Batavierenrace zullen we #MonsterEnergy samplen!"
A,"Aftellen is begonnen. US'ers eten massaal pasta ter voorbereiding op de Batavierenrace, die vrijdagnacht om 12 uur van start gaat."
A,Wil je geen meter missen van de #Batavierenrace ? Luister dan zaterdag naar @BataRadio bij #Enschede FM! http://t.co/R5R2KmUBLq #tvefm #bata
A,De programmering van BataRadio 2013 is rond! #batavierenrace #bataradio http://t.co/V4sXlDTgX7
A,De Maastrichtse teams zijn klaar voor de Batavierenrace van komende zaterdag. Het erepodium is haalbaar.... http://t.co/yzLui7BYI6
A,Vandaag o.a. verder met #Nima marketing studie en 'lijstje maken' voor #Batavierenrace
A,Komend weekend #batavierenrace met motor. Zo'n 18uur lang bikkelen  ) Toch elk jaar weer 'n feestje om mee te mogen maken.
A,RT @tvefm: Wil je geen meter missen van de #Batavierenrace ? Luister dan zaterdag naar @BataRadio bij #Enschede FM! http://t.co/R5R2KmUBLq 
A,Agenda: Batavierenrace  http://t.co/UixVStjDn9
A,Morgennacht is het weer zover.@Batavierenrace 2013.Kunnen we revanche nemen op @Appeltaart200 en @SNOTRunningteam  voor de afgelopen 2 jaar?
A,@Aeolusrun @Batavierenrace @SNOTRunningteam Revanche? Kom maar op!
A,"Al zenuwachtig voor de Batavierenrace? Het bestuur niet, beweert voorzitter Leon Schipper. http://t.co/2laooU4Buf"
A,Veel succes! @observantUM: De Maastrichtse teams zijn klaar voor de Batavierenrace van komende zaterdag. http://t.co/I6lmJkbINT
A,"RT @UTNieuws: Al zenuwachtig voor de Batavierenrace? Het bestuur niet, beweert voorzitter Leon Schipper. http://t.co/2laooU4Buf"
A,RT @Aeolusrun: Morgennacht is het weer zover.@Batavierenrace 2013.Kunnen we revanche nemen op @Appeltaart200 en @SNOTRunningteam  voor de a
A,RT @Aeolusrun: Morgennacht is het weer zover.@Batavierenrace 2013.Kunnen we revanche nemen op @Appeltaart200 en @SNOTRunningteam  voor de a
A,RT @Aeolusrun: Morgennacht is het weer zover.@Batavierenrace 2013.Kunnen we revanche nemen op @Appeltaart200 en @SNOTRunningteam  voor de a
A,Is er nog een snelle man die het team van @GSTV_Tritanium zou willen versterken bij de batavierenrace? Gaat om een etappe in de middag #pleh
A,Hoge dosis cafene leidt tot betere duurprestatie (@TopsportTopics)  http://t.co/0cxPIyM5F0 Ik ben al bezig! #batavierenrace
T,Laatste training gedraait voor de #batavierenrace. ben er klaar voor! Hopelijk is t net zo warm als vandaag! Nu snel douchen en naar de uni
A,Leuk te horen dat oud-collega @fransdv dit weekend weer woordvoerder is tijdens de @Batavierenrace
A,Net mijn slaapzak ingepakt. Morgen naar Nijmegen om de batavierenrace te begeleiden. Letterlijk een lang weekend.
A,Batavierenrace start vrijdagnacht en komt zaterdagmiddag aan in Enschede. Vrijdag op en zaterdagavond weer naar bed. 36 uur op. Lang geleden
A,"RT @laurensvk:""Hoge dosis cafene leidt tot betere duurprestatie"" (@TopsportTopics)  http://t.co/0cxPIyM5F0 Ik ben al bezig! #batavierenra"
A,"De batavierenrace is dringend op zoek naar een aantal slaapwachten, en heeft AEGEE daarom benaderd voor een... http://t.co/XIENzdyA9D"
A,Echt te lang niks met twitter gedaan. Met de Batavierenrace in het vooruitzicht een mooi moment om er nieuw leven in te blazen! #back
C,"RT @bataradio: @utsaxionteam Luister  naar #bataradio voor de laatste updates tijdens de #batavierenrace , veel succes met lopen!"
P,In verband met een voetblessure is er helaas een afmelding ontvangen voor de Batavierenrace. We zoeken een nieuwe... http://t.co/OyMvx0Kn7m
A,Dit weekend Batavierenrace. Ik ga sterven. #GEWIS
A,@chocochic masuk ke batavierenrace.nl
P,"Zo'n rondje hardlopen om de singel is lekker, maar valt best tegen! Zaterdag moet het gebeuren #Batavierenrace #Utwente #Enschede"
A,De laatste voorbereiding voor de #Batavierenrace: naar Storado Kappers. Mag ook wel weer eens. Laatste keer was 20 december 2012.
A,.@DEMCON bereidt zich voor op de #batavierenrace #topsportklimaat
A,.@DEMCON bereidt zich voor op de #batavierenrace #topsportklimaat http://t.co/0s0otmCaUH
A,Op naar Zwolle voor de donderdagavond training. Morgenmiddag naar Enschede voor de Batavierenrace met @EBFGroningen! Zin in.
A,Morgen is het zover:de #Batavierenrace! Alle ontwikkelingen van (mijn/)het Universiteitsteam Amsterdam te volgen via @UniTeamAdam #ziningoud
A,Morgen is het zover:de #Batavierenrace! Alle ontwikkelingen van (mijn/)het Universiteitsteam Amsterdam te volgen via @UniTeamAdam #ziningoud
A,"Help! Ik heb flinke spierpijn, moet zaterdag in de #batavierenrace 9,8km rennen en wil nog niet dood. Wie heeft tips? #dtv"
A,RT @rdekinkelder: .@DEMCON bereidt zich voor op de #batavierenrace #topsportklimaat http://t.co/0s0otmCaUH
N,"@fgj_oosterveld Als de Regio er niet K60 (!) extra insteekt,zoals in 2012 zie je dus direct terugval.#em13 en#batavierenrace =los van #nsw13"
A,@artYflor Morgen! Weekendje Batavierenrace in Enschede. Hardlopen met 350 x 25 studenten.
A,Weekendplanning omgooien om om 03.45 uur op te staan voor stukje rennen door de weilanden. Dat kan maar n ding betekenen. #Batavierenrace
A,RT @KrijnSchagen: Morgen is het zover:de #Batavierenrace! Alle ontwikkelingen van (mijn/)het Universiteitsteam Amsterdam te volgen via @Uni
R,"Goeie laatste training voor de #Batavierenrace lekker hooggesprongen, vooruitgang steeds meer zichtbaar:)"
P,"Lekker hardgelopen!! Nu tijd voor een biertje!! Moet in het nachtritme komen voor de Batavierenrace, dus niet te vroeg naar bed!!"
A,Maar morgen dus de #batavierenrace waar ik chauffeur ben in de nacht en ochtend. Volg het UvA/VU/HvA team via @UniTeamAdam
R,"Daarnaast start ik zaterdagmiddag 17.30 uur voor de slotetappe van centrum Enschede naar TU Campus namens Oud-Aquila, 7,1 km #batavierenrace"
A,Leuke feestjes komen eraan! #batavieren #batavierenrace #koninginnenacht #koninginnedag #Koningsdag
A,Wow! @Aegee_utrecht gaat maar door! Al meer dan 1100 euro opgehaald voor #bata4life! #respect #Batavierenrace http://t.co/BtMbcvWkJE
A,Nu tas inpakken voor de Batavierenrace!!! :)
A,RT @MauriceEssers: Wow! @Aegee_utrecht gaat maar door! Al meer dan 1100 euro opgehaald voor #bata4life! #respect #Batavierenrace http://t.c
A,@RemcovanderMeys helaas andere verplichtingen... De Batavierenrace  )
A,RT @OutraVezSamba: Wat een week! Vrijdagavond klanken we de @Batavierenrace in Nijmegen op. Zondag nemen we deel aan een afstudeerproject m
A,Slapen. morgen starten bij de #batavierenrace . Leuk weekendje tegenmoet gaan!
A,De batavierenrace wordt zo awesome dat het zelfs een tweet van mij waard is :p zin in!!!! :D
A,RT @kusterskoen: Maar is langzaam op staan voor t laatste tentamwn en vanacht knallen op de batavierenrace!!!! Universiteiten team eindhove
P,Lekker weertje om 180km te lopen! Busje huren bij @ffbusjehuren #batavierenrace #Windesheim
A,"Morgen komt #Batavierenrace, grootste studenten estafetteloop vd wereld, door OIJ. Herstart #DRUIndustriepark #Ulft, wisselpunt #Varsseveld."
A,Vanavond en morgen de @Batavierenrace een handje helpen en daarna natuurlijk naar het legendarische feest.
A,@robinvangennep @Batavierenrace Leuk ik ben er ook bij! Zin in!
A,"Die #koningsspelen zijn heel leuk, maar de #batavierenrace is fantastisch! Aftellen..."
A,"@Gem_OIJ: Morgen komt #Batavierenrace, grootste studenten estafetteloop vd wereld, door OIJ. Herstart #DRUIndustriepark #Ulft."
A,Over iets meer dan 12 uur klinkt het startschot voor de 41ste #batavierenrace. @UTNieuws doet verslag vanaf meerdere punten langs de route
